Technology,Device,Task.Name,Method,Task.Size,Task.Threads,Task.BatchSize,Duration.Compute,Duration.Total
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowInverseIntExp,1048576,65536,16,5.62,8.642
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowPositiveBase,1048576,65536,16,6.704,10.07
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowIntExp,1048576,65536,16,5.28,7.37
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowInverseIntExp,1048576,65536,16,4.749,7.324
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gMulAddConst,1048576,65536,16,57.626,85.051
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gMulAddConstManual,1048576,65536,16,54.575,82.636
OpenCL,Intel(R) HD Graphics 630,DataParallel,gMulAddConst,1048576,65536,16,6.338,9.246
OpenCL,Intel(R) HD Graphics 630,DataParallel,gMulAddConstManual,1048576,65536,16,4.103,6.809
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gMulAddConst,1048576,65536,16,6.211,9.768
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gMulAddConstManual,1048576,65536,16,5.364,8.041
Vulkan,AMD Radeon Pro 560,DataParallel,gArithmMulArr,1048576,65536,16,3.642,4.814
Vulkan,AMD Radeon Pro 560,DataParallel,gArithmAddArr,1048576,65536,16,1.714,2.877
Vulkan,AMD Radeon Pro 560,DataParallel,gPowSqrt,1048576,65536,16,1.879,2.584
Vulkan,AMD Radeon Pro 560,DataParallel,gPowExp,1048576,65536,16,1.637,2.814
Vulkan,AMD Radeon Pro 560,DataParallel,gTrigCos,1048576,65536,16,2.158,3.312
Vulkan,Intel(R) HD Graphics 630,DataParallel,gArithmMulArr,1048576,65536,16,3.526,4.34
Vulkan,Intel(R) HD Graphics 630,DataParallel,gArithmAddArr,1048576,65536,16,4.023,4.903
Vulkan,Intel(R) HD Graphics 630,DataParallel,gPowSqrt,1048576,65536,16,1.729,2.915
Vulkan,Intel(R) HD Graphics 630,DataParallel,gPowExp,1048576,65536,16,1.602,2.75
Vulkan,Intel(R) HD Graphics 630,DataParallel,gTrigCos,1048576,65536,16,1.533,2.64
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmAddConst,1048576,1048576,1,14.564,18.739
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmMulConst,1048576,1048576,1,13.522,16.535
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmAddConst,1048576,1048576,1,6.18,10.411
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmMulConst,1048576,1048576,1,3.707,6.413
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmAddConst,1048576,1048576,1,5.803,7.83
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmMulConst,1048576,1048576,1,3.895,10.6
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmAddArr,1048576,1048576,1,15.331,46.877
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmMulArr,1048576,1048576,1,13.897,43.032
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmAddArr,1048576,1048576,1,9.866,13.025
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmMulArr,1048576,1048576,1,7.065,9.022
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmAddArr,1048576,1048576,1,8.383,12.815
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmMulArr,1048576,1048576,1,5.94,9.366
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowSqrt,1048576,1048576,1,17.818,46.975
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowExp,1048576,1048576,1,20.432,45.25
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCos,1048576,1048576,1,30.647,55.864
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCosNative,1048576,1048576,1,28.858,57.878
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCosPi,1048576,1048576,1,19.488,43.687
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCosPiManual,1048576,1048576,1,26.996,52.523
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowSqrt,1048576,1048576,1,14.165,17.991
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowExp,1048576,1048576,1,5.064,8.691
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCos,1048576,1048576,1,5.192,7.236
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCosNative,1048576,1048576,1,4.271,7.527
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCosPi,1048576,1048576,1,5.293,9.475
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCosPiManual,1048576,1048576,1,5.046,8.86
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowSqrt,1048576,1048576,1,6.924,10.184
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowExp,1048576,1048576,1,5.318,8.438
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCos,1048576,1048576,1,5.722,8.719
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCosNative,1048576,1048576,1,5.69,8.806
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCosPi,1048576,1048576,1,5.74,9.553
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCosPiManual,1048576,1048576,1,5.569,8.86
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowFltExp,1048576,1048576,1,30.339,60.402
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowFltExp,1048576,1048576,1,6.422,9.555
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowFltExp,1048576,1048576,1,5.571,8.158
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowPositiveBase,1048576,1048576,1,27.283,53.83
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowIntExp,1048576,1048576,1,14.427,41.47
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowInverseIntExp,1048576,1048576,1,14.302,41.289
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowPositiveBase,1048576,1048576,1,5.047,8.916
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowIntExp,1048576,1048576,1,5.003,7.018
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowInverseIntExp,1048576,1048576,1,4.354,7.714
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowPositiveBase,1048576,1048576,1,5.597,8.833
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowIntExp,1048576,1048576,1,5.332,8.756
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowInverseIntExp,1048576,1048576,1,5.735,8.955
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gMulAddConst,1048576,1048576,1,16.98,45.624
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gMulAddConstManual,1048576,1048576,1,13.847,42.077
OpenCL,Intel(R) HD Graphics 630,DataParallel,gMulAddConst,1048576,1048576,1,5.884,8.604
OpenCL,Intel(R) HD Graphics 630,DataParallel,gMulAddConstManual,1048576,1048576,1,4.316,6.317
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gMulAddConst,1048576,1048576,1,6.391,9.622
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gMulAddConstManual,1048576,1048576,1,4.638,7.719
Vulkan,AMD Radeon Pro 560,DataParallel,gArithmMulArr,1048576,1048576,1,3.334,4.536
Vulkan,AMD Radeon Pro 560,DataParallel,gArithmAddArr,1048576,1048576,1,1.842,3.044
Vulkan,AMD Radeon Pro 560,DataParallel,gPowSqrt,1048576,1048576,1,2.018,2.67
Vulkan,AMD Radeon Pro 560,DataParallel,gPowExp,1048576,1048576,1,2.248,3.424
Vulkan,AMD Radeon Pro 560,DataParallel,gTrigCos,1048576,1048576,1,2.099,3.35
Vulkan,Intel(R) HD Graphics 630,DataParallel,gArithmMulArr,1048576,1048576,1,2.965,4.123
Vulkan,Intel(R) HD Graphics 630,DataParallel,gArithmAddArr,1048576,1048576,1,3.743,4.802
Vulkan,Intel(R) HD Graphics 630,DataParallel,gPowSqrt,1048576,1048576,1,1.629,2.678
Vulkan,Intel(R) HD Graphics 630,DataParallel,gPowExp,1048576,1048576,1,1.596,2.71
Vulkan,Intel(R) HD Graphics 630,DataParallel,gTrigCos,1048576,1048576,1,1.584,2.626
CPU,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmAddConst,1048576,1,1,13.929,13.929
CPU,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmMulConst,1048576,1,1,13.57,13.57
CPU,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowSqrt,1048576,1,1,15.713,15.713
CPU,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowExp,1048576,1,1,25.718,25.718
CPU,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCos,1048576,1,1,32.013,32.013
