Technology,Device,Task.Name,Method,Task.Size,Task.Threads,Task.BatchSize,Duration.Compute,Duration.Total
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowPositiveBase,262144,2048,128,6.47,7.8
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowIntExp,262144,2048,128,4.516,5.393
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowInverseIntExp,262144,2048,128,3.612,5.002
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowPositiveBase,262144,2048,128,5.964,8.006
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowIntExp,262144,2048,128,3.425,5.494
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowInverseIntExp,262144,2048,128,4.973,6.551
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gMulAddConst,262144,2048,128,10.715,18.301
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gMulAddConstManual,262144,2048,128,10.516,19.636
OpenCL,Intel(R) HD Graphics 630,DataParallel,gMulAddConst,262144,2048,128,4.074,5.683
OpenCL,Intel(R) HD Graphics 630,DataParallel,gMulAddConstManual,262144,2048,128,5.516,6.253
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gMulAddConst,262144,2048,128,5.565,6.499
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gMulAddConstManual,262144,2048,128,3.138,3.646
Vulkan,AMD Radeon Pro 560,DataParallel,gArithmMulArr,262144,2048,128,2.355,2.503
Vulkan,AMD Radeon Pro 560,DataParallel,gArithmAddArr,262144,2048,128,0.928,1.121
Vulkan,AMD Radeon Pro 560,DataParallel,gPowSqrt,262144,2048,128,0.881,1.091
Vulkan,AMD Radeon Pro 560,DataParallel,gPowExp,262144,2048,128,1.053,1.298
Vulkan,AMD Radeon Pro 560,DataParallel,gTrigCos,262144,2048,128,0.93,1.129
Vulkan,Intel(R) HD Graphics 630,DataParallel,gArithmMulArr,262144,2048,128,2.489,2.7
Vulkan,Intel(R) HD Graphics 630,DataParallel,gArithmAddArr,262144,2048,128,1.161,1.321
Vulkan,Intel(R) HD Graphics 630,DataParallel,gPowSqrt,262144,2048,128,0.897,1.023
Vulkan,Intel(R) HD Graphics 630,DataParallel,gPowExp,262144,2048,128,1.152,1.277
Vulkan,Intel(R) HD Graphics 630,DataParallel,gTrigCos,262144,2048,128,0.938,1.101
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmAddConst,262144,16384,16,14.48,15.249
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmMulConst,262144,16384,16,15.107,16.545
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmAddConst,262144,16384,16,6.106,8.035
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmMulConst,262144,16384,16,3.433,4.94
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmAddConst,262144,16384,16,6.793,7.474
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmMulConst,262144,16384,16,3.793,5.261
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmAddArr,262144,16384,16,17.48,23.927
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmMulArr,262144,16384,16,18.957,26.439
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmAddArr,262144,16384,16,7.349,9.154
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmMulArr,262144,16384,16,4.343,6.219
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmAddArr,262144,16384,16,7.007,9.316
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmMulArr,262144,16384,16,4.405,5.889
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowSqrt,262144,16384,16,13.658,21.306
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowExp,262144,16384,16,15.936,24.661
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCos,262144,16384,16,16.088,24.11
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCosNative,262144,16384,16,16.188,24.803
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCosPi,262144,16384,16,15.678,23.704
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCosPiManual,262144,16384,16,15.799,24.539
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowSqrt,262144,16384,16,7.821,9.36
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowExp,262144,16384,16,2.877,4.252
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCos,262144,16384,16,4.102,5.968
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCosNative,262144,16384,16,3.515,4.979
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCosPi,262144,16384,16,3.971,5.775
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCosPiManual,262144,16384,16,4.326,5.785
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowSqrt,262144,16384,16,7.591,9.374
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowExp,262144,16384,16,3.857,5.647
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCos,262144,16384,16,4.108,5.739
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCosNative,262144,16384,16,6.242,7.286
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCosPi,262144,16384,16,3.204,5.604
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCosPiManual,262144,16384,16,2.188,4.787
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowFltExp,262144,16384,16,17.095,24.342
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowFltExp,262144,16384,16,4.462,6.518
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowFltExp,262144,16384,16,7.829,8.571
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowPositiveBase,262144,16384,16,16.391,23.72
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowIntExp,262144,16384,16,18.97,27.429
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowInverseIntExp,262144,16384,16,15.385,22.796
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowPositiveBase,262144,16384,16,5.474,7.098
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowIntExp,262144,16384,16,3.519,4.943
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowInverseIntExp,262144,16384,16,3.289,4.763
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowPositiveBase,262144,16384,16,6.906,8.351
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowIntExp,262144,16384,16,5.014,5.951
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowInverseIntExp,262144,16384,16,4.773,5.567
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gMulAddConst,262144,16384,16,11.249,18.415
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gMulAddConstManual,262144,16384,16,12.918,20.415
OpenCL,Intel(R) HD Graphics 630,DataParallel,gMulAddConst,262144,16384,16,6.044,7.595
OpenCL,Intel(R) HD Graphics 630,DataParallel,gMulAddConstManual,262144,16384,16,2.294,5.371
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gMulAddConst,262144,16384,16,5.702,6.721
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gMulAddConstManual,262144,16384,16,4.277,5.585
Vulkan,AMD Radeon Pro 560,DataParallel,gArithmMulArr,262144,16384,16,2.526,2.74
Vulkan,AMD Radeon Pro 560,DataParallel,gArithmAddArr,262144,16384,16,1.058,1.305
Vulkan,AMD Radeon Pro 560,DataParallel,gPowSqrt,262144,16384,16,1.103,1.527
Vulkan,AMD Radeon Pro 560,DataParallel,gPowExp,262144,16384,16,0.996,1.114
Vulkan,AMD Radeon Pro 560,DataParallel,gTrigCos,262144,16384,16,0.956,1.09
Vulkan,Intel(R) HD Graphics 630,DataParallel,gArithmMulArr,262144,16384,16,1.925,2.058
Vulkan,Intel(R) HD Graphics 630,DataParallel,gArithmAddArr,262144,16384,16,1.454,1.535
Vulkan,Intel(R) HD Graphics 630,DataParallel,gPowSqrt,262144,16384,16,1.113,1.232
Vulkan,Intel(R) HD Graphics 630,DataParallel,gPowExp,262144,16384,16,1.103,1.3
Vulkan,Intel(R) HD Graphics 630,DataParallel,gTrigCos,262144,16384,16,1.094,1.296
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmAddConst,262144,262144,1,4.394,5.901
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmMulConst,262144,262144,1,4.707,5.717
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmAddConst,262144,262144,1,7.367,8.425
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmMulConst,262144,262144,1,5.515,6.595
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmAddConst,262144,262144,1,6.41,7.155
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmMulConst,262144,262144,1,4.991,6.107
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmAddArr,262144,262144,1,4.908,13.365
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmMulArr,262144,262144,1,5.12,12.865
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmAddArr,262144,262144,1,10.544,11.18
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmMulArr,262144,262144,1,5.319,5.886
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmAddArr,262144,262144,1,5.653,7.072
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmMulArr,262144,262144,1,5.92,7.112
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowSqrt,262144,262144,1,4.927,13.451
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowExp,262144,262144,1,6.573,14.416
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCos,262144,262144,1,9.101,16.825
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCosNative,262144,262144,1,8.648,16.14
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCosPi,262144,262144,1,6.047,13.959
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCosPiManual,262144,262144,1,7.945,15.797
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowSqrt,262144,262144,1,8.437,9.617
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowExp,262144,262144,1,6.598,7.464
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCos,262144,262144,1,6.244,6.944
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCosNative,262144,262144,1,5.637,6.377
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCosPi,262144,262144,1,5.186,6.089
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCosPiManual,262144,262144,1,6.422,7.189
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowSqrt,262144,262144,1,6.262,7.079
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowExp,262144,262144,1,4.7,5.295
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCos,262144,262144,1,4.433,5.126
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCosNative,262144,262144,1,5.533,6.083
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCosPi,262144,262144,1,4.507,5.064
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCosPiManual,262144,262144,1,4.437,5.471
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowFltExp,262144,262144,1,4.815,11.748
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowFltExp,262144,262144,1,6.391,7.319
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowFltExp,262144,262144,1,5.963,7.594
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowPositiveBase,262144,262144,1,9.652,16.837
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowIntExp,262144,262144,1,5.258,13.632
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowInverseIntExp,262144,262144,1,4.891,13.02
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowPositiveBase,262144,262144,1,7.304,7.903
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowIntExp,262144,262144,1,4.889,5.38
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowInverseIntExp,262144,262144,1,6.27,6.854
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowPositiveBase,262144,262144,1,6.168,7.039
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowIntExp,262144,262144,1,4.884,6.484
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowInverseIntExp,262144,262144,1,5.953,7.401
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gMulAddConst,262144,262144,1,4.737,12.905
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gMulAddConstManual,262144,262144,1,5.259,13.639
OpenCL,Intel(R) HD Graphics 630,DataParallel,gMulAddConst,262144,262144,1,7.55,8.193
OpenCL,Intel(R) HD Graphics 630,DataParallel,gMulAddConstManual,262144,262144,1,4.902,6.377
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gMulAddConst,262144,262144,1,6.777,7.791
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gMulAddConstManual,262144,262144,1,5.35,6.886
Vulkan,AMD Radeon Pro 560,DataParallel,gArithmMulArr,262144,262144,1,3.563,3.775
Vulkan,AMD Radeon Pro 560,DataParallel,gArithmAddArr,262144,262144,1,0.888,1.067
Vulkan,AMD Radeon Pro 560,DataParallel,gPowSqrt,262144,262144,1,1.073,1.205
Vulkan,AMD Radeon Pro 560,DataParallel,gPowExp,262144,262144,1,0.841,1.001
Vulkan,AMD Radeon Pro 560,DataParallel,gTrigCos,262144,262144,1,1.123,1.269
Vulkan,Intel(R) HD Graphics 630,DataParallel,gArithmMulArr,262144,262144,1,2.125,2.263
Vulkan,Intel(R) HD Graphics 630,DataParallel,gArithmAddArr,262144,262144,1,1.031,1.181
Vulkan,Intel(R) HD Graphics 630,DataParallel,gPowSqrt,262144,262144,1,1.027,1.274
Vulkan,Intel(R) HD Graphics 630,DataParallel,gPowExp,262144,262144,1,1.73,1.992
Vulkan,Intel(R) HD Graphics 630,DataParallel,gTrigCos,262144,262144,1,1.132,1.289
CPU,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmAddConst,262144,1,1,4.125,4.125
CPU,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmMulConst,262144,1,1,3.75,3.75
CPU,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowSqrt,262144,1,1,4.331,4.331
CPU,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowExp,262144,1,1,6.825,6.825
CPU,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCos,262144,1,1,8.562,8.562
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmAddConst,1048576,8192,128,36.664,41.779
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmMulConst,1048576,8192,128,33.99,38.413
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmAddConst,1048576,8192,128,6.371,8.659
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmMulConst,1048576,8192,128,4.39,7.005
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmAddConst,1048576,8192,128,6.731,9.493
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmMulConst,1048576,8192,128,5.34,8.027
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmAddArr,1048576,8192,128,46.142,73.347
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmMulArr,1048576,8192,128,49.449,77.122
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmAddArr,1048576,8192,128,8.708,11.25
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmMulArr,1048576,8192,128,6.376,9.208
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmAddArr,1048576,8192,128,7.781,10.469
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmMulArr,1048576,8192,128,6.775,9.308
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowSqrt,1048576,8192,128,36.421,63.306
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowExp,1048576,8192,128,43.778,70.405
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCos,1048576,8192,128,51.593,82.53
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCosNative,1048576,8192,128,50.071,78.175
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCosPi,1048576,8192,128,42.476,69.92
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCosPiManual,1048576,8192,128,41.647,68.744
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowSqrt,1048576,8192,128,8.391,11.635
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowExp,1048576,8192,128,4.037,6.436
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCos,1048576,8192,128,4.654,7.392
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCosNative,1048576,8192,128,5.911,8.323
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCosPi,1048576,8192,128,5.739,8.182
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCosPiManual,1048576,8192,128,5.207,7.56
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowSqrt,1048576,8192,128,6.063,8.987
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowExp,1048576,8192,128,4.504,6.742
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCos,1048576,8192,128,5.118,7.812
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCosNative,1048576,8192,128,5.122,8.582
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCosPi,1048576,8192,128,4.241,7.017
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCosPiManual,1048576,8192,128,5.157,8.986
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowFltExp,1048576,8192,128,53.075,80.857
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowFltExp,1048576,8192,128,5.476,7.746
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowFltExp,1048576,8192,128,5.696,8.397
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowPositiveBase,1048576,8192,128,51.771,80.303
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowIntExp,1048576,8192,128,48.99,75.71
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowInverseIntExp,1048576,8192,128,48.881,75.908
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowPositiveBase,1048576,8192,128,6.626,9.663
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowIntExp,1048576,8192,128,4.908,7.257
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowInverseIntExp,1048576,8192,128,4.576,7.307
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowPositiveBase,1048576,8192,128,5.854,9.767
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowIntExp,1048576,8192,128,5.582,7.669
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowInverseIntExp,1048576,8192,128,5.146,7.127
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gMulAddConst,1048576,8192,128,37.409,65.508
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gMulAddConstManual,1048576,8192,128,41.145,68.654
OpenCL,Intel(R) HD Graphics 630,DataParallel,gMulAddConst,1048576,8192,128,6.529,9.438
OpenCL,Intel(R) HD Graphics 630,DataParallel,gMulAddConstManual,1048576,8192,128,5.148,7.624
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gMulAddConst,1048576,8192,128,7.235,10.269
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gMulAddConstManual,1048576,8192,128,4.905,7.499
Vulkan,AMD Radeon Pro 560,DataParallel,gArithmMulArr,1048576,8192,128,3.637,5.007
Vulkan,AMD Radeon Pro 560,DataParallel,gArithmAddArr,1048576,8192,128,2.203,3.2
Vulkan,AMD Radeon Pro 560,DataParallel,gPowSqrt,1048576,8192,128,1.819,2.684
Vulkan,AMD Radeon Pro 560,DataParallel,gPowExp,1048576,8192,128,1.881,2.876
Vulkan,AMD Radeon Pro 560,DataParallel,gTrigCos,1048576,8192,128,2.034,3.12
Vulkan,Intel(R) HD Graphics 630,DataParallel,gArithmMulArr,1048576,8192,128,2.915,3.538
Vulkan,Intel(R) HD Graphics 630,DataParallel,gArithmAddArr,1048576,8192,128,4.499,5.654
Vulkan,Intel(R) HD Graphics 630,DataParallel,gPowSqrt,1048576,8192,128,2.094,2.839
Vulkan,Intel(R) HD Graphics 630,DataParallel,gPowExp,1048576,8192,128,1.848,2.526
Vulkan,Intel(R) HD Graphics 630,DataParallel,gTrigCos,1048576,8192,128,1.78,2.595
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmAddConst,1048576,65536,16,45.353,50.406
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmMulConst,1048576,65536,16,46.997,52.262
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmAddConst,1048576,65536,16,8.984,11.087
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmMulConst,1048576,65536,16,4.372,6.772
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmAddConst,1048576,65536,16,6.747,10.241
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmMulConst,1048576,65536,16,5.157,8.21
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmAddArr,1048576,65536,16,69.399,96.353
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gArithmMulArr,1048576,65536,16,66.421,93.492
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmAddArr,1048576,65536,16,9.524,12.942
OpenCL,Intel(R) HD Graphics 630,DataParallel,gArithmMulArr,1048576,65536,16,6.661,10.006
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmAddArr,1048576,65536,16,8.219,10.614
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gArithmMulArr,1048576,65536,16,7.542,10.429
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowSqrt,1048576,65536,16,42.448,72.045
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowExp,1048576,65536,16,62.609,90.578
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCos,1048576,65536,16,60.914,87.983
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCosNative,1048576,65536,16,59.396,86.864
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCosPi,1048576,65536,16,55.355,85.387
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gTrigCosPiManual,1048576,65536,16,49.711,78.329
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowSqrt,1048576,65536,16,8.407,11.118
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowExp,1048576,65536,16,4.107,6.189
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCos,1048576,65536,16,4.551,6.57
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCosNative,1048576,65536,16,5.173,9.307
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCosPi,1048576,65536,16,5.494,9.564
OpenCL,Intel(R) HD Graphics 630,DataParallel,gTrigCosPiManual,1048576,65536,16,5.228,8.107
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowSqrt,1048576,65536,16,7.796,11.837
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowExp,1048576,65536,16,4.841,7.298
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCos,1048576,65536,16,4.67,8.109
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCosNative,1048576,65536,16,4.861,7.858
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCosPi,1048576,65536,16,4.836,7.724
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gTrigCosPiManual,1048576,65536,16,4.837,7.537
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowFltExp,1048576,65536,16,76.149,104.308
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowFltExp,1048576,65536,16,5.707,8.694
OpenCL,AMD Radeon Pro 560 Compute Engine,DataParallel,gPowFltExp,1048576,65536,16,6.284,8.952
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowPositiveBase,1048576,65536,16,83.893,112.054
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowIntExp,1048576,65536,16,71.313,100.609
OpenCL,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,DataParallel,gPowInverseIntExp,1048576,65536,16,75.825,106.423
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowPositiveBase,1048576,65536,16,6.902,9.83
OpenCL,Intel(R) HD Graphics 630,DataParallel,gPowIntExp,1048576,65536,16,4.826,7.709
